seq,frame_num,cam_view,gait_pat,id,url,min_frame,max_frame,get_info_success,fps,start_time,end_time,download_video_success,video_path,crop_path,multi_person,poses_path
cll8k1pmt00543o6llho982y4,320,left side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,320,580,True,60.0,5.333,9.667,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8k24qs00583o6lbnpqmjyl,601,right side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,601,1138,True,60.0,10.017,18.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8k2xvv005c3o6lbvl9w3f4,1157,left side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,1157,1685,True,60.0,19.283,28.083,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8k59j9005v3o6l2w9i0lse,3357,right side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,3357,3588,True,60.0,55.95,59.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8k5qsr005z3o6lauk0dd4a,3642,left side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,3642,3876,True,60.0,60.7,64.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8k6b0t00633o6l0qohgf43,3898,right side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,3898,4415,True,60.0,64.967,73.583,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8k6t9d00673o6lb9ryzdsb,4437,left side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,4437,4917,True,60.0,73.95,81.95,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
cll8kgvkh007d3o6lqcab168x,1,left side,myopathic,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1,213,True,30.0,0.033,7.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Rx21leooiqQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Rx21leooiqQ_crop.mp4,False,
cll8khcsh007h3o6la2rsk9l5,218,right side,myopathic,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,218,391,True,30.0,7.267,13.033,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Rx21leooiqQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Rx21leooiqQ_crop.mp4,False,
cll8kijic007s3o6lbxho0i7s,531,left side,myopathic,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,531,823,True,30.0,17.7,27.433,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Rx21leooiqQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Rx21leooiqQ_crop.mp4,False,
cll8kj4xu007w3o6ll27qmd7n,868,right side,myopathic,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,868,1022,True,30.0,28.933,34.067,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Rx21leooiqQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Rx21leooiqQ_crop.mp4,False,
cll8kljtt008c3o6lo3nauxjy,1369,left side,myopathic,Rx21leooiqQ,https://www.youtube.com/watch?v=Rx21leooiqQ,1369,1548,True,30.0,45.633,51.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Rx21leooiqQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Rx21leooiqQ_crop.mp4,False,
cljwshr10001c3n6ln1kkpqs6,1,left side,cerebral palsy,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,1,300,True,30.0,0.033,10.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/SiYe89_WaTQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/SiYe89_WaTQ_crop.mp4,False,
cljwsjpbp001o3n6ln3z2vtfk,1664,right side,cerebral palsy,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,1664,2699,True,30.0,55.467,89.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/SiYe89_WaTQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/SiYe89_WaTQ_crop.mp4,False,
cljwskeid001s3n6lrp3je2km,2717,right side,cerebral palsy,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,2717,2977,True,30.0,90.567,99.233,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/SiYe89_WaTQ_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/SiYe89_WaTQ_crop.mp4,False,
cll8y8es9001x3o6l3mcv4f58,149,left side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,149,288,True,30.0,4.967,9.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8y8q8500213o6lzgu2vbx6,342,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,342,476,True,30.0,11.4,15.867,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8y97aw00253o6l8vtn03pu,575,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,575,839,True,30.0,19.167,27.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8y9mwq00293o6l6ub1jwm9,854,left side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,854,975,True,30.0,28.467,32.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8ya2fg002d3o6ln8rlee1k,1022,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1022,1125,True,30.0,34.067,37.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8yagvo002h3o6logwq14xn,1126,left side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1126,1390,True,30.0,37.533,46.333,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8yaux6002l3o6l4ox4ttlh,1474,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,1474,1692,True,30.0,49.133,56.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8ycctu002x3o6lpkcttnko,2094,left side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2094,2220,True,30.0,69.8,74.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8ycy3i00313o6l7c95r6hw,2265,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2265,2370,True,30.0,75.5,79.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8ydfsl00353o6lsn6rymhc,2375,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2375,2503,True,30.0,79.167,83.433,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8ydvhl00393o6l4pn0f0db,2548,right side,myopathic,t_-37DIMeG0,https://www.youtube.com/watch?v=t_-37DIMeG0,2548,2655,True,30.0,84.933,88.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/t_-37DIMeG0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/t_-37DIMeG0_crop.mp4,False,
cll8zcn9d008s3o6lsr0cpuit,1,left side,prosthetic,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,1,433,True,60.0,0.017,7.217,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/tw1IsZL4h3g_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/tw1IsZL4h3g_crop.mp4,False,
cll8zd2wr008w3o6lfbhuchnd,492,right side,prosthetic,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,492,927,True,60.0,8.2,15.45,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/tw1IsZL4h3g_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/tw1IsZL4h3g_crop.mp4,False,
cll8zdghs00903o6lsc69xrdv,937,left side,prosthetic,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,937,1931,True,60.0,15.617,32.183,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/tw1IsZL4h3g_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/tw1IsZL4h3g_crop.mp4,False,
cll8ze04800943o6ll5yn10zx,1946,right side,prosthetic,tw1IsZL4h3g,https://www.youtube.com/watch?v=tw1IsZL4h3g,1946,2995,True,60.0,32.433,49.917,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/tw1IsZL4h3g_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/tw1IsZL4h3g_crop.mp4,False,
clld34hz8001u3o6la1gw24at,868,right side,stroke,USurcA3YKDY,https://www.youtube.com/watch?v=USurcA3YKDY,868,1247,True,30.0,28.933,41.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/USurcA3YKDY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/USurcA3YKDY_crop.mp4,False,
clld37oaa002m3o6li6dyqsp9,2635,right side,stroke,USurcA3YKDY,https://www.youtube.com/watch?v=USurcA3YKDY,2635,2955,True,30.0,87.833,98.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/USurcA3YKDY_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/USurcA3YKDY_crop.mp4,False,
cljwsw2aj000n3n6l8leupj5h,214,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,214,266,True,30.0,7.133,8.867,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cll9vjtaw00133o6lyz1ucmc4,267,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,267,406,True,30.0,8.9,13.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwswmbz000r3n6lijh3r47s,417,left side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,417,496,True,30.0,13.9,16.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwswza1000v3n6lfl03wwes,506,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,506,587,True,30.0,16.867,19.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwsxudc000z3n6l8eoon4wq,612,left side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,612,689,True,30.0,20.4,22.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwsyscb00133n6lj5h5v9v1,707,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,707,784,True,30.0,23.567,26.133,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwszgu800183n6lv2aev7fd,813,left side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,813,971,True,30.0,27.1,32.367,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwszxbr001c3n6lb5como0l,993,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,993,1159,True,30.0,33.1,38.633,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwt17kh001g3n6lhqelrx2w,1197,left side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1197,1450,True,30.0,39.9,48.333,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwt1mnk001k3n6lsrz5snat,1501,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1501,1762,True,30.0,50.033,58.733,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwt275b001o3n6lx021hys6,1788,left side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1788,1864,True,30.0,59.6,62.133,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cljwt2kh6001s3n6lnyzpoe3i,1880,right side,normal,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1880,1985,True,30.0,62.667,66.167,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/vUM4OwTQk34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/vUM4OwTQk34_crop.mp4,False,
cllamrqq8003v3o6lk9rfdt01,528,right side,inebriated,Z4vLObF-0Yo,https://www.youtube.com/watch?v=Z4vLObF-0Yo,528,606,True,25.0,21.12,24.24,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/Z4vLObF-0Yo_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/Z4vLObF-0Yo_crop.mp4,False,
cljxl1oc900113n6larkl504p,2296,right side,myopathic,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,2296,2391,True,30.0,76.533,79.7,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/zJ6PFxJrGf8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/zJ6PFxJrGf8_crop.mp4,False,
cljxl2hlg00183n6lww6aucok,2484,right side,myopathic,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,2484,2686,True,30.0,82.8,89.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/zJ6PFxJrGf8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/zJ6PFxJrGf8_crop.mp4,False,
cljxl3an5001c3n6lschs9zkv,2721,left side,myopathic,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,2721,2755,True,30.0,90.7,91.833,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/zJ6PFxJrGf8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/zJ6PFxJrGf8_crop.mp4,False,
cljxl3joo001g3n6l4rl9x2md,2779,right side,myopathic,zJ6PFxJrGf8,https://www.youtube.com/watch?v=zJ6PFxJrGf8,2779,2879,True,30.0,92.633,95.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/zJ6PFxJrGf8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/zJ6PFxJrGf8_crop.mp4,False,
cljwtauxc00093n6lcfjk03tn,66,left side,normal,DfRhvdCiUJk,https://www.youtube.com/watch?v=DfRhvdCiUJk,66,165,True,30.0,2.2,5.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/DfRhvdCiUJk_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/DfRhvdCiUJk_crop.mp4,False,
cljwtgpsm000y3n6lgbj91b5h,379,right side,normal,eCCYhDSDlDc,https://www.youtube.com/watch?v=eCCYhDSDlDc,379,678,True,30.0,12.633,22.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eCCYhDSDlDc_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eCCYhDSDlDc_crop.mp4,False,
cljwth9ln00123n6l7bn94j2u,724,left side,normal,eCCYhDSDlDc,https://www.youtube.com/watch?v=eCCYhDSDlDc,724,1014,True,30.0,24.133,33.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/eCCYhDSDlDc_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/eCCYhDSDlDc_crop.mp4,False,
cljwtlo9i001k3n6l5haobi9m,2168,right side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,2168,2364,True,25.0,86.72,94.56,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cljwtmuyo001s3n6lwvf8vtx3,2918,right side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,2918,3373,True,25.0,116.72,134.92,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cll16hpim00363o6lw2vi7j2h,4067,left side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,4067,4110,True,25.0,162.68,164.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cll16ij2s003e3o6lrapjbhw5,4154,right side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,4154,4204,True,25.0,166.16,168.16,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cll16j9i2003m3o6l0q72twds,4262,left side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,4262,4324,True,25.0,170.48,172.96,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cll16k7c9003u3o6l1z4qfzpf,4626,right side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,4626,4757,True,25.0,185.04,190.28,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cll16lmkw00423o6lvpbnbl4n,5200,right side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,5200,5420,True,25.0,208.0,216.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cll16mmxj004a3o6lims8zdjc,5528,left side,normal,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,5528,5618,True,25.0,221.12,224.72,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/EHymg4AGMJs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/EHymg4AGMJs_crop.mp4,False,
cljxkbce1001f3n6lfsg0zbg4,1864,right side,normal,FTHc-TJOQ34,https://www.youtube.com/watch?v=FTHc-TJOQ34,1864,1955,True,30.0,62.133,65.167,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/FTHc-TJOQ34_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/FTHc-TJOQ34_crop.mp4,False,
cljxlptaq002b3n6l5ppph0z3,1,right side,normal,yFBy0X0D-w8,https://www.youtube.com/watch?v=yFBy0X0D-w8,1,473,True,30.0,0.033,15.767,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/yFBy0X0D-w8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/yFBy0X0D-w8_crop.mp4,False,
cljxlvf5h003a3n6lqssm40es,74,right side,normal,2LbERGI34lA,https://www.youtube.com/watch?v=2LbERGI34lA,74,114,True,60.0,1.233,1.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/2LbERGI34lA_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/2LbERGI34lA_crop.mp4,False,
cljxlvp0c003e3n6lhbqb87qc,133,left side,normal,2LbERGI34lA,https://www.youtube.com/watch?v=2LbERGI34lA,133,167,True,60.0,2.217,2.783,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/2LbERGI34lA_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/2LbERGI34lA_crop.mp4,False,
